0.024837	0.038402	9.783655	0.002266	-0.000751	0.000340	0.999829	0.001272	-0.001214	-0.018386	0.478333
0.018012	0.009931	9.779472	0.001639	0.000805	-0.002372	0.999829	0.001277	-0.001201	-0.018409	0.516384
0.009323	0.025063	9.800327	-0.000161	0.000108	-0.003135	0.999828	0.001258	-0.001189	-0.018446	0.554449
0.034499	0.034199	9.776669	0.000669	0.000918	-0.003251	0.999828	0.001270	-0.001191	-0.018489	0.592542
0.012298	0.025195	9.780248	0.001621	0.000570	-0.003274	0.999827	0.001272	-0.001180	-0.018534	0.630637
0.022493	0.036299	9.789207	0.000662	-0.002228	0.000333	0.999826	0.001273	-0.001205	-0.018567	0.668737
0.014078	0.028865	9.793736	0.002412	-0.000729	-0.001598	0.999826	0.001272	-0.001194	-0.018573	0.706829
0.012644	0.033559	9.793410	0.002096	-0.001432	0.000162	0.999826	0.001295	-0.001192	-0.018590	0.744979
0.007005	0.028148	9.793427	0.001744	-0.000518	-0.002375	0.999825	0.001286	-0.001170	-0.018597	0.783020
0.023699	0.020996	9.781882	-0.001056	0.001458	0.001159	0.999825	0.001263	-0.001139	-0.018603	0.821161
0.023051	0.022056	9.781544	-0.001015	0.002143	0.000862	0.999825	0.001261	-0.001135	-0.018612	0.859245
0.016026	0.031773	9.783700	-0.000228	-0.000869	-0.002024	0.999825	0.001264	-0.001130	-0.018624	0.897304
0.017053	0.018999	9.797837	0.001128	0.002180	-0.004726	0.999825	0.001264	-0.001111	-0.018645	0.935405
0.016673	0.036168	9.790967	0.000623	-0.000218	-0.001798	0.999824	0.001274	-0.001095	-0.018676	0.973495
0.020768	0.026476	9.781230	0.001219	-0.002736	-0.000229	0.999824	0.001291	-0.001119	-0.018677	1.011606
0.015655	0.025185	9.783681	0.000301	-0.000935	-0.001123	0.999824	0.001311	-0.001133	-0.018701	1.049686
0.020281	0.036759	9.777796	-0.000858	0.000448	-0.001371	0.999824	0.001293	-0.001139	-0.018689	1.087779
0.015296	0.030158	9.787848	0.000427	-0.000477	0.000500	0.999824	0.001300	-0.001118	-0.018700	1.125914
0.019460	0.022075	9.796444	0.001113	-0.001255	-0.000481	0.999824	0.001295	-0.001116	-0.018702	1.164020
0.017011	0.025944	9.792666	-0.002531	-0.000303	0.000279	0.999824	0.001293	-0.001101	-0.018706	1.202087
0.008177	0.027530	9.787538	0.002629	0.001934	-0.001546	0.999823	0.001298	-0.001085	-0.018722	1.240162
0.016162	0.034223	9.790971	0.002263	-0.001933	0.001782	0.999823	0.001283	-0.001105	-0.018746	1.278305
0.020524	0.025109	9.784688	0.000508	-0.002141	-0.001590	0.999822	0.001262	-0.001086	-0.018768	1.316410
0.019990	0.032562	9.790589	-0.000015	0.001457	0.001155	0.999822	0.001263	-0.001076	-0.018799	1.354448
0.017887	0.025129	9.790587	0.002913	0.002590	-0.000075	0.999822	0.001271	-0.001085	-0.018816	1.392544
0.014372	0.030034	9.793729	0.000554	0.000605	-0.000431	0.999821	0.001285	-0.001081	-0.018827	1.430655
0.024533	0.025753	9.797804	0.000307	-0.000177	-0.000294	0.999821	0.001287	-0.001061	-0.018838	1.468757
0.014907	0.033929	9.792701	0.002597	0.002009	0.002571	0.999821	0.001296	-0.001037	-0.018832	1.506835
0.003763	0.028435	9.798637	0.001124	-0.002860	-0.000602	0.999820	0.001294	-0.001067	-0.018876	1.544922
0.018042	0.020125	9.783999	0.002122	0.000035	-0.001265	0.999820	0.001295	-0.001088	-0.018875	1.583023
0.020067	0.035161	9.790252	0.000428	-0.000814	0.000377	0.999820	0.001295	-0.001093	-0.018882	1.621125
0.009924	0.014653	9.787144	0.001314	0.000857	0.000304	0.999820	0.001308	-0.001076	-0.018884	1.659286
0.018327	0.024992	9.781931	-0.000349	0.001224	0.000074	0.999819	0.001293	-0.001055	-0.018937	1.697320
0.013125	0.027201	9.790622	0.003328	-0.002461	-0.001726	0.999819	0.001312	-0.001076	-0.018970	1.735406
0.030135	0.039038	9.787776	0.002734	-0.000857	-0.000832	0.999818	0.001318	-0.001100	-0.019001	1.773496
0.019803	0.008531	9.791909	0.001661	-0.000764	0.000058	0.999818	0.001333	-0.001099	-0.018999	1.811608
0.023174	0.020738	9.786386	0.000753	-0.001718	-0.000360	0.999818	0.001335	-0.001108	-0.019014	1.849688
0.019074	0.018118	9.776722	0.000261	-0.001846	0.000244	0.999818	0.001305	-0.001096	-0.019002	1.887817
0.014330	0.026818	9.790262	0.001065	-0.001549	-0.003530	0.999817	0.001323	-0.001123	-0.019027	1.925900
0.022769	0.017459	9.781885	0.000652	0.000602	0.000352	0.999817	0.001332	-0.001113	-0.019047	1.963973
