0.000000	0.000000	0.000007	0.000746	0.478333
0.034919	-0.031000	-0.000036	0.002631	0.516384
0.035020	-0.031000	-0.000118	0.003391	0.554449
0.035149	-0.031000	-0.000221	0.004428	0.592542
0.058929	-0.052167	-0.000344	0.018379	0.630637
0.059629	-0.052167	-0.000393	0.019573	0.668737
0.080012	-0.066859	-0.000485	0.043260	0.706829
0.081660	-0.066860	-0.000509	0.044473	0.744979
0.083354	-0.066860	-0.000567	0.045615	0.783020
0.104013	-0.077633	-0.000698	0.083043	0.821161
0.107176	-0.077635	-0.000684	0.083946	0.859245
0.126324	-0.086019	-0.000926	0.120124	0.897304
0.130901	-0.086023	-0.001034	0.121012	0.935405
0.135510	-0.086028	-0.001122	0.122150	0.973495
0.151060	-0.093247	-0.001591	0.148310	1.011606
0.156708	-0.093256	-0.001636	0.149324	1.049686
0.162397	-0.093265	-0.001684	0.150535	1.087779
0.169094	-0.099460	-0.002348	0.153874	1.125914
0.174956	-0.099474	-0.002365	0.154881	1.164020
0.177362	-0.104646	-0.003094	0.148313	1.202087
0.183012	-0.104663	-0.003125	0.149337	1.240162
0.188702	-0.104681	-0.003106	0.150503	1.278305
0.183353	-0.109532	-0.004085	0.128329	1.316410
0.188240	-0.109552	-0.004073	0.129480	1.354448
0.193173	-0.109572	-0.004069	0.130533	1.392544
0.187989	-0.113815	-0.005139	0.111031	1.430655
0.192218	-0.113837	-0.005148	0.112070	1.468757
0.185659	-0.117514	-0.006149	0.091412	1.506835
0.189141	-0.117535	-0.006138	0.092537	1.544922
0.192666	-0.117557	-0.006157	0.093479	1.583023
0.183854	-0.120767	-0.007220	0.069791	1.621125
0.186513	-0.120786	-0.007215	0.070637	1.659286
0.181790	-0.123385	-0.008130	0.056615	1.697320
0.183947	-0.123402	-0.008162	0.057584	1.735406
0.186140	-0.123420	-0.008193	0.058818	1.773496
0.181026	-0.125665	-0.009076	0.044753	1.811608
0.182730	-0.125680	-0.009090	0.045533	1.849688
0.184465	-0.125696	-0.009092	0.046267	1.887817
0.181295	-0.127763	-0.010014	0.037316	1.925900
0.182716	-0.127777	-0.010041	0.038086	1.963973
0.180636	-0.129225	-0.010711	0.031861	2.002077
0.181850	-0.129238	-0.010756	0.032780	2.040165
0.183099	-0.129251	-0.010743	0.034027	2.078271
0.182469	-0.130420	-0.011212	0.031176	2.116376
0.183656	-0.130434	-0.011203	0.032285	2.154461
0.184886	-0.130447	-0.011171	0.033263	2.192589
0.178169	-0.131454	-0.011606	0.018023	2.230644
0.178856	-0.131462	-0.011552	0.018785	2.268733
0.174859	-0.132307	-0.011974	0.010493	2.306832
0.175259	-0.132311	-0.011975	0.011841	2.344975
0.175710	-0.132317	-0.011995	0.012852	2.383019
0.173252	-0.133186	-0.012495	0.008183	2.421126
0.173563	-0.133190	-0.012521	0.009311	2.459232
0.173429	-0.134091	-0.012993	0.009357	2.497305
0.173786	-0.134096	-0.013037	0.010208	2.535404
0.174174	-0.134101	-0.013097	0.011257	2.573503
0.174625	-0.134938	-0.013502	0.012210	2.611598
0.175090	-0.134944	-0.013484	0.013086	2.649718
0.175588	-0.134951	-0.013447	0.014205	2.687785
0.177203	-0.135777	-0.013847	0.017378	2.725881
0.177865	-0.135786	-0.013855	0.018373	2.763996
0.177204	-0.136416	-0.014169	0.016625	2.802067
0.177838	-0.136425	-0.014150	0.017681	2.840162
0.178511	-0.136434	-0.014095	0.019013	2.878284
0.177936	-0.137020	-0.014356	0.017467	2.916412
0.178602	-0.137029	-0.014383	0.018580	2.954487
0.179309	-0.137040	-0.014445	0.019661	2.992558
0.175554	-0.137579	-0.014792	0.011787	3.030639
0.176003	-0.137585	-0.014864	0.012788	3.068734
0.171741	-0.138146	-0.015280	0.004174	3.106850
0.171900	-0.138149	-0.015335	0.005187	3.144945
0.172098	-0.138152	-0.015350	0.006196	3.183026
0.171179	-0.138523	-0.015582	0.004708	3.221118
0.171359	-0.138526	-0.015593	0.005843	3.259281
0.171907	-0.139113	-0.015944	0.007591	3.297305
0.172197	-0.139118	-0.015975	0.008414	3.335402
0.172517	-0.139123	-0.016017	0.009302	3.373497
0.171205	-0.139618	-0.016287	0.006874	3.411610
0.171467	-0.139623	-0.016274	0.007829	3.449693
0.171765	-0.139628	-0.016297	0.008518	3.487785
0.167415	-0.139989	-0.016566	-0.000059	3.525890
0.167412	-0.139989	-0.016566	0.000734	3.563971
0.167730	-0.140367	-0.016817	0.002138	3.602066
0.167811	-0.140369	-0.016858	0.003237	3.640176
0.167935	-0.140371	-0.016878	0.004519	3.678263
0.167422	-0.140716	-0.017133	0.004178	3.716387
0.167581	-0.140719	-0.017166	0.005321	3.754446
0.167784	-0.140722	-0.017199	0.006550	3.792544
0.169036	-0.141184	-0.017517	0.009580	3.830639
0.169401	-0.141191	-0.017543	0.010713	3.868735
0.169386	-0.141636	-0.017905	0.011210	3.906841
0.169813	-0.141644	-0.017911	0.012479	3.944927
0.170288	-0.141652	-0.017981	0.013847	3.983021
0.168443	-0.142020	-0.018286	0.010223	4.021115
0.168832	-0.142027	-0.018320	0.011479	4.059237
0.166165	-0.142488	-0.018694	0.006175	4.097307
0.166400	-0.142492	-0.018734	0.007256	4.135402
0.166677	-0.142497	-0.018810	0.008491	4.173509
0.165683	-0.142912	-0.019138	0.006876	4.211604
0.165945	-0.142917	-0.019125	0.007997	4.249688
0.166250	-0.142923	-0.019161	0.008983	4.287797
0.165014	-0.143385	-0.019541	0.006729	4.325930
0.165270	-0.143390	-0.019552	0.007801	4.363973
0.167061	-0.143812	-0.019739	0.011861	4.402080
0.167513	-0.143821	-0.019743	0.012939	4.440164
0.168006	-0.143831	-0.019718	0.014095	4.478285
0.170570	-0.144089	-0.019858	0.019105	4.516369
0.171297	-0.144103	-0.019870	0.019933	4.554448
0.172056	-0.144118	-0.019931	0.020829	4.592569
0.246386	-0.145930	-0.020197	0.332364	4.630646
0.259044	-0.146186	-0.020221	0.333287	4.668747
0.256301	-0.146370	-0.020539	0.329092	4.706833
0.268835	-0.146627	-0.020627	0.330208	4.744949
0.281411	-0.146887	-0.020611	0.331169	4.783018
0.273002	-0.147109	-0.021121	0.312390	4.821114
0.284900	-0.147361	-0.021216	0.312986	4.859237
0.275054	-0.147456	-0.021852	0.280835	4.897362
0.285750	-0.147689	-0.021813	0.280850	4.935457
0.296446	-0.147923	-0.021836	0.282308	4.973516
0.277465	-0.148049	-0.022951	0.219952	5.011613
0.285842	-0.148241	-0.022680	0.217109	5.049685
0.294111	-0.148429	-0.022665	0.217519	5.087781
0.265668	-0.148708	-0.024847	0.141177	5.125908
0.316350	-0.149897	-0.024482	0.339270	5.163987
0.309787	-0.150673	-0.026019	0.341525	5.202074
0.323230	-0.151023	-0.026306	0.347551	5.240164
0.336573	-0.151374	-0.026581	0.359918	5.278326
0.330750	-0.151919	-0.027576	0.355399	5.316415
0.344064	-0.152286	-0.027614	0.347834	5.354417
0.357404	-0.152654	-0.028127	0.355895	5.392547
0.353410	-0.153478	-0.029767	0.358387	5.430640
0.366744	-0.153875	-0.029460	0.347725	5.468801
0.366302	-0.154427	-0.030773	0.345253	5.506854
0.379622	-0.154837	-0.030338	0.355720	5.544976
0.392949	-0.155242	-0.030318	0.357171	5.583058
0.392934	-0.155978	-0.031955	0.350016	5.621116
0.406260	-0.156404	-0.031783	0.353064	5.659232
0.408495	-0.157097	-0.032851	0.357365	5.697362
0.421823	-0.157535	-0.033307	0.358614	5.735410
0.435149	-0.157979	-0.033443	0.361453	5.773497
0.437436	-0.158795	-0.034835	0.361583	5.811588
0.450778	-0.159260	-0.034982	0.352753	5.849686
0.464103	-0.159727	-0.035078	0.347250	5.887782
0.466882	-0.160873	-0.036999	0.349172	5.925881
0.480212	-0.161366	-0.036975	0.349143	5.963993
0.485118	-0.161937	-0.037487	0.342498	6.002071
0.498438	-0.162436	-0.037507	0.344824	6.040162
0.511762	-0.162936	-0.037524	0.352127	6.078261
0.518075	-0.163337	-0.037579	0.352306	6.116382
0.531393	-0.163838	-0.037400	0.351206	6.154458
0.544718	-0.164336	-0.037728	0.352399	6.192575
0.551643	-0.164635	-0.037735	0.348603	6.230639
0.564968	-0.165138	-0.037444	0.345088	6.268738
0.573324	-0.165442	-0.037463	0.354808	6.306844
0.586647	-0.165941	-0.037477	0.367991	6.344924
0.599974	-0.166441	-0.036990	0.362048	6.383074
0.608143	-0.166549	-0.036126	0.351709	6.421186
0.621473	-0.167031	-0.036302	0.356951	6.459314
0.629947	-0.167431	-0.036395	0.365185	6.497375
0.643274	-0.167916	-0.035895	0.359123	6.535455
0.656601	-0.168395	-0.036119	0.351846	6.573589
0.664367	-0.169053	-0.036626	0.355856	6.611608
0.677693	-0.169542	-0.036327	0.362690	6.649709
0.691016	-0.170026	-0.036432	0.357784	6.687792
0.698211	-0.171212	-0.037861	0.354591	6.725896
0.711530	-0.171717	-0.037732	0.356120	6.763976
0.719478	-0.173285	-0.039385	0.354327	6.802069
0.732802	-0.173810	-0.039688	0.354206	6.840167
0.746124	-0.174339	-0.039839	0.350853	6.878297
0.753732	-0.176922	-0.042549	0.350174	6.916353
0.767052	-0.177489	-0.042440	0.360079	6.954446
0.780374	-0.178055	-0.042693	0.365762	6.992543
0.787580	-0.181859	-0.046668	0.363229	7.030639
0.800902	-0.182481	-0.046360	0.352209	7.068735
0.808845	-0.185575	-0.049829	0.348482	7.106854
0.822154	-0.186239	-0.049806	0.353278	7.144925
0.835470	-0.186903	-0.049524	0.353758	7.183020
0.843608	-0.189027	-0.051515	0.349099	7.221120
0.856925	-0.189713	-0.051252	0.354260	7.259237
0.866050	-0.190752	-0.051413	0.357344	7.297365
0.879365	-0.191437	-0.050999	0.353597	7.335402
0.892681	-0.192117	-0.050939	0.352703	7.373497
0.901654	-0.192334	-0.050582	0.354139	7.411596
0.914971	-0.193008	-0.049983	0.352946	7.449728
0.928289	-0.193674	-0.049671	0.345479	7.487816
0.937271	-0.191609	-0.046993	0.346314	7.525932
0.950589	-0.192235	-0.046397	0.349391	7.563979
0.960635	-0.191585	-0.044714	0.349495	7.602067
0.973955	-0.192181	-0.045108	0.353483	7.640162
0.987276	-0.192783	-0.044901	0.352188	7.678284
0.997233	-0.191901	-0.042706	0.348380	7.716360
